SKU,Attr01,Attr02,Attr03,Attr04,Attr05,Attr06,Attr07,Attr08,Attr09,Attr10,Attr11,Attr12,Attr13,Attr14,Attr15,Attr16,Attr17,Attr18,Attr19,Attr20,Attr21,Attr22,Attr23,Attr24,Attr25,Attr26,Attr27,Attr28,Attr29,Attr30,Attr31,Attr32,Attr33,Attr34,Attr35,Attr36,Attr37,Attr38,Attr39,Attr40,Attr41,Attr42,Attr43,Attr44,Attr45,Attr46,Attr47,Attr48,Attr49
SKU000417,Large,WarehouseB,OutOfStock,Supplier1,309,Small,WarehouseA,OutOfStock,Supplier4,268,Large,WarehouseB,InStock,Supplier3,31,Medium,WarehouseB,LowStock,Supplier2,247,XL,WarehouseC,InStock,Supplier1,340,XL,WarehouseC,LowStock,Supplier4,44,Large,WarehouseB,InStock,Supplier1,497,Medium,WarehouseB,InStock,Supplier2,140,Medium,WarehouseB,OutOfStock,Supplier1,318,Large,WarehouseC,InStock,Supplier2
SKU000418,Medium,WarehouseA,OutOfStock,Supplier4,256,Large,WarehouseA,InStock,Supplier3,446,XL,WarehouseB,LowStock,Supplier3,322,Small,WarehouseA,LowStock,Supplier1,297,Large,WarehouseA,LowStock,Supplier4,325,Large,WarehouseA,InStock,Supplier1,493,Small,WarehouseC,LowStock,Supplier3,409,Medium,WarehouseC,OutOfStock,Supplier3,430,Large,WarehouseA,OutOfStock,Supplier3,379,Medium,WarehouseC,OutOfStock,Supplier1
SKU000419,Small,WarehouseC,InStock,Supplier3,151,XL,WarehouseB,OutOfStock,Supplier4,190,XL,WarehouseA,InStock,Supplier2,464,Medium,WarehouseB,InStock,Supplier4,404,XL,WarehouseB,LowStock,Supplier4,404,Medium,WarehouseA,LowStock,Supplier1,346,XL,WarehouseA,OutOfStock,Supplier1,324,Large,WarehouseC,LowStock,Supplier4,305,Small,WarehouseC,OutOfStock,Supplier3,385,XL,WarehouseB,LowStock,Supplier3
SKU000420,Small,WarehouseB,LowStock,Supplier1,365,XL,WarehouseB,OutOfStock,Supplier2,148,Medium,WarehouseB,InStock,Supplier2,358,XL,WarehouseC,InStock,Supplier2,17,XL,WarehouseA,InStock,Supplier2,377,Medium,WarehouseC,LowStock,Supplier3,44,XL,WarehouseB,LowStock,Supplier3,152,XL,WarehouseB,LowStock,Supplier3,174,XL,WarehouseA,InStock,Supplier1,27,Small,WarehouseA,InStock,Supplier4
SKU000421,XL,WarehouseC,LowStock,Supplier1,321,Medium,WarehouseC,LowStock,Supplier1,82,Medium,WarehouseC,InStock,Supplier1,95,XL,WarehouseB,LowStock,Supplier1,485,Small,WarehouseB,InStock,Supplier2,275,Large,WarehouseC,OutOfStock,Supplier2,250,Small,WarehouseA,OutOfStock,Supplier1,476,Large,WarehouseC,LowStock,Supplier2,113,Small,WarehouseC,LowStock,Supplier3,272,Small,WarehouseC,InStock,Supplier4
SKU000422,Large,WarehouseA,InStock,Supplier3,75,XL,WarehouseA,OutOfStock,Supplier4,244,XL,WarehouseB,InStock,Supplier2,336,Large,WarehouseC,OutOfStock,Supplier1,27,Medium,WarehouseA,LowStock,Supplier1,171,XL,WarehouseB,InStock,Supplier3,327,XL,WarehouseB,OutOfStock,Supplier3,190,XL,WarehouseA,OutOfStock,Supplier4,421,Large,WarehouseB,OutOfStock,Supplier2,80,XL,WarehouseA,InStock,Supplier2
SKU000423,Small,WarehouseB,OutOfStock,Supplier2,260,Small,WarehouseB,InStock,Supplier3,45,Small,WarehouseA,OutOfStock,Supplier3,113,Medium,WarehouseC,InStock,Supplier4,149,Medium,WarehouseA,OutOfStock,Supplier4,206,XL,WarehouseA,LowStock,Supplier3,258,Large,WarehouseB,InStock,Supplier3,95,Small,WarehouseB,LowStock,Supplier2,457,Large,WarehouseA,LowStock,Supplier2,57,Small,WarehouseA,OutOfStock,Supplier2
SKU000424,Medium,WarehouseA,InStock,Supplier4,188,Medium,WarehouseB,InStock,Supplier3,331,Small,WarehouseC,OutOfStock,Supplier4,373,Medium,WarehouseA,InStock,Supplier2,185,XL,WarehouseA,OutOfStock,Supplier1,286,Medium,WarehouseA,OutOfStock,Supplier4,490,Small,WarehouseA,LowStock,Supplier3,181,Small,WarehouseA,InStock,Supplier2,196,Large,WarehouseC,LowStock,Supplier2,253,XL,WarehouseC,InStock,Supplier2
SKU000425,Large,WarehouseC,LowStock,Supplier1,412,Medium,WarehouseA,OutOfStock,Supplier3,177,Small,WarehouseA,InStock,Supplier4,66,Large,WarehouseC,OutOfStock,Supplier1,400,XL,WarehouseB,OutOfStock,Supplier2,115,Small,WarehouseC,LowStock,Supplier3,372,XL,WarehouseA,OutOfStock,Supplier1,218,Large,WarehouseA,OutOfStock,Supplier2,362,XL,WarehouseB,InStock,Supplier1,329,Small,WarehouseB,InStock,Supplier2
SKU000426,Large,WarehouseC,OutOfStock,Supplier4,334,Small,WarehouseA,LowStock,Supplier3,65,XL,WarehouseC,LowStock,Supplier1,51,Medium,WarehouseA,LowStock,Supplier1,282,Large,WarehouseA,LowStock,Supplier2,275,Medium,WarehouseB,InStock,Supplier4,327,Medium,WarehouseA,InStock,Supplier2,273,Small,WarehouseC,LowStock,Supplier1,440,Small,WarehouseA,InStock,Supplier4,226,Medium,WarehouseA,LowStock,Supplier3
SKU000427,Large,WarehouseC,LowStock,Supplier1,228,Small,WarehouseA,OutOfStock,Supplier1,42,Medium,WarehouseA,LowStock,Supplier3,243,Small,WarehouseA,OutOfStock,Supplier3,324,XL,WarehouseA,LowStock,Supplier1,159,XL,WarehouseC,LowStock,Supplier2,59,Medium,WarehouseB,InStock,Supplier3,161,XL,WarehouseC,InStock,Supplier2,323,Small,WarehouseB,LowStock,Supplier4,456,Small,WarehouseA,InStock,Supplier2
SKU000428,XL,WarehouseB,InStock,Supplier4,444,XL,WarehouseB,LowStock,Supplier2,415,Large,WarehouseA,OutOfStock,Supplier2,375,Small,WarehouseB,OutOfStock,Supplier4,447,Small,WarehouseA,OutOfStock,Supplier2,49,Medium,WarehouseC,InStock,Supplier1,57,Large,WarehouseA,OutOfStock,Supplier3,166,Medium,WarehouseC,InStock,Supplier3,391,Medium,WarehouseB,LowStock,Supplier2,354,XL,WarehouseB,OutOfStock,Supplier1
SKU000429,Medium,WarehouseA,InStock,Supplier4,9,Small,WarehouseB,InStock,Supplier1,403,Small,WarehouseB,InStock,Supplier1,493,XL,WarehouseB,OutOfStock,Supplier3,70,Large,WarehouseC,InStock,Supplier4,458,XL,WarehouseB,LowStock,Supplier3,352,Small,WarehouseB,InStock,Supplier3,141,Medium,WarehouseC,LowStock,Supplier1,18,Large,WarehouseB,InStock,Supplier1,399,Medium,WarehouseB,InStock,Supplier2
SKU000430,Large,WarehouseA,OutOfStock,Supplier4,465,Large,WarehouseC,LowStock,Supplier4,56,Medium,WarehouseA,InStock,Supplier1,275,Small,WarehouseA,LowStock,Supplier1,259,XL,WarehouseC,InStock,Supplier1,2,Large,WarehouseA,OutOfStock,Supplier1,334,Small,WarehouseA,OutOfStock,Supplier2,209,Large,WarehouseC,InStock,Supplier1,399,Large,WarehouseA,OutOfStock,Supplier4,147,Medium,WarehouseB,OutOfStock,Supplier3
SKU000431,Medium,WarehouseC,InStock,Supplier4,399,Medium,WarehouseA,InStock,Supplier3,427,Medium,WarehouseB,OutOfStock,Supplier3,109,XL,WarehouseB,LowStock,Supplier4,269,Medium,WarehouseA,InStock,Supplier4,427,Medium,WarehouseC,OutOfStock,Supplier3,341,XL,WarehouseC,OutOfStock,Supplier1,120,Medium,WarehouseA,InStock,Supplier2,288,XL,WarehouseA,InStock,Supplier3,473,Large,WarehouseA,OutOfStock,Supplier4
SKU000432,XL,WarehouseC,InStock,Supplier2,38,Medium,WarehouseC,InStock,Supplier1,227,Large,WarehouseB,InStock,Supplier1,384,Small,WarehouseA,InStock,Supplier2,498,Medium,WarehouseC,InStock,Supplier2,78,Small,WarehouseC,OutOfStock,Supplier4,354,Medium,WarehouseC,LowStock,Supplier3,121,XL,WarehouseA,InStock,Supplier2,150,Large,WarehouseA,LowStock,Supplier3,207,Small,WarehouseB,OutOfStock,Supplier2
SKU000433,XL,WarehouseB,OutOfStock,Supplier2,488,Small,WarehouseC,OutOfStock,Supplier3,34,Medium,WarehouseC,OutOfStock,Supplier4,373,XL,WarehouseC,LowStock,Supplier1,449,Medium,WarehouseA,InStock,Supplier4,151,Small,WarehouseA,OutOfStock,Supplier4,260,Large,WarehouseC,LowStock,Supplier4,147,Large,WarehouseB,LowStock,Supplier4,4,Large,WarehouseA,InStock,Supplier1,49,Small,WarehouseA,InStock,Supplier2
SKU000434,Large,WarehouseA,InStock,Supplier2,273,Small,WarehouseC,InStock,Supplier3,351,Medium,WarehouseC,LowStock,Supplier1,69,Large,WarehouseA,InStock,Supplier2,363,Medium,WarehouseC,InStock,Supplier1,147,Large,WarehouseA,OutOfStock,Supplier4,189,Medium,WarehouseA,InStock,Supplier3,331,XL,WarehouseB,InStock,Supplier4,338,Small,WarehouseC,InStock,Supplier1,424,Medium,WarehouseB,OutOfStock,Supplier1
SKU000435,Large,WarehouseC,OutOfStock,Supplier2,137,Large,WarehouseC,OutOfStock,Supplier2,299,Large,WarehouseB,LowStock,Supplier4,120,Large,WarehouseA,LowStock,Supplier1,477,Large,WarehouseB,LowStock,Supplier4,354,Large,WarehouseC,InStock,Supplier4,233,Small,WarehouseB,LowStock,Supplier3,64,Large,WarehouseB,InStock,Supplier3,244,Large,WarehouseA,InStock,Supplier3,37,Large,WarehouseC,InStock,Supplier4
SKU000436,XL,WarehouseC,InStock,Supplier3,208,Large,WarehouseC,OutOfStock,Supplier3,372,Large,WarehouseC,LowStock,Supplier3,420,Medium,WarehouseA,OutOfStock,Supplier2,468,Small,WarehouseC,LowStock,Supplier2,326,Large,WarehouseA,LowStock,Supplier1,56,Large,WarehouseB,LowStock,Supplier1,41,Medium,WarehouseA,LowStock,Supplier2,344,Medium,WarehouseB,OutOfStock,Supplier4,199,XL,WarehouseA,LowStock,Supplier2
SKU000437,XL,WarehouseC,LowStock,Supplier2,258,XL,WarehouseA,OutOfStock,Supplier2,341,XL,WarehouseB,LowStock,Supplier3,450,Medium,WarehouseB,OutOfStock,Supplier3,285,Small,WarehouseC,OutOfStock,Supplier1,428,XL,WarehouseB,OutOfStock,Supplier1,143,Large,WarehouseC,OutOfStock,Supplier1,348,Small,WarehouseB,InStock,Supplier4,343,Small,WarehouseC,OutOfStock,Supplier1,331,XL,WarehouseB,InStock,Supplier4
SKU000438,Large,WarehouseB,InStock,Supplier3,201,Large,WarehouseB,OutOfStock,Supplier2,348,XL,WarehouseC,LowStock,Supplier3,100,XL,WarehouseB,InStock,Supplier1,302,Medium,WarehouseC,OutOfStock,Supplier3,106,Small,WarehouseC,InStock,Supplier3,111,XL,WarehouseA,LowStock,Supplier4,134,XL,WarehouseB,LowStock,Supplier1,325,XL,WarehouseB,LowStock,Supplier2,69,Large,WarehouseA,OutOfStock,Supplier1
SKU000439,Large,WarehouseA,LowStock,Supplier2,447,XL,WarehouseC,OutOfStock,Supplier4,396,XL,WarehouseA,OutOfStock,Supplier1,184,Medium,WarehouseB,OutOfStock,Supplier1,58,Large,WarehouseC,InStock,Supplier3,69,Large,WarehouseB,LowStock,Supplier3,25,XL,WarehouseC,OutOfStock,Supplier3,158,XL,WarehouseB,LowStock,Supplier3,193,XL,WarehouseA,LowStock,Supplier2,44,Small,WarehouseB,InStock,Supplier4
SKU000440,Large,WarehouseC,OutOfStock,Supplier3,196,Small,WarehouseC,OutOfStock,Supplier1,368,XL,WarehouseB,OutOfStock,Supplier3,127,Small,WarehouseA,LowStock,Supplier4,93,Medium,WarehouseA,InStock,Supplier3,252,XL,WarehouseB,LowStock,Supplier3,183,Large,WarehouseC,InStock,Supplier3,101,Large,WarehouseC,OutOfStock,Supplier1,486,XL,WarehouseB,OutOfStock,Supplier1,12,Medium,WarehouseA,OutOfStock,Supplier2
SKU000441,Medium,WarehouseB,OutOfStock,Supplier2,278,Medium,WarehouseB,LowStock,Supplier1,226,XL,WarehouseC,OutOfStock,Supplier2,420,XL,WarehouseC,InStock,Supplier2,278,XL,WarehouseB,LowStock,Supplier4,227,Large,WarehouseA,InStock,Supplier1,186,Small,WarehouseB,InStock,Supplier1,267,Small,WarehouseA,InStock,Supplier3,441,XL,WarehouseC,OutOfStock,Supplier2,214,Medium,WarehouseC,InStock,Supplier4
SKU000442,Large,WarehouseA,OutOfStock,Supplier1,341,Medium,WarehouseA,InStock,Supplier3,8,Small,WarehouseA,OutOfStock,Supplier3,48,Large,WarehouseA,LowStock,Supplier2,188,Large,WarehouseA,OutOfStock,Supplier2,10,XL,WarehouseA,LowStock,Supplier3,293,Medium,WarehouseC,OutOfStock,Supplier3,422,Large,WarehouseA,OutOfStock,Supplier1,128,Large,WarehouseB,OutOfStock,Supplier1,406,Medium,WarehouseA,OutOfStock,Supplier4
SKU000443,XL,WarehouseC,LowStock,Supplier2,258,Large,WarehouseC,InStock,Supplier4,425,Large,WarehouseC,LowStock,Supplier4,435,Medium,WarehouseC,LowStock,Supplier2,266,Small,WarehouseB,OutOfStock,Supplier2,149,XL,WarehouseA,InStock,Supplier3,91,XL,WarehouseB,LowStock,Supplier2,430,XL,WarehouseB,InStock,Supplier1,457,Small,WarehouseC,LowStock,Supplier2,287,Small,WarehouseC,InStock,Supplier4
SKU000444,Small,WarehouseB,LowStock,Supplier2,347,Medium,WarehouseC,OutOfStock,Supplier2,73,Medium,WarehouseB,InStock,Supplier3,330,Small,WarehouseC,InStock,Supplier4,143,Large,WarehouseA,OutOfStock,Supplier1,154,Medium,WarehouseB,InStock,Supplier1,355,XL,WarehouseC,InStock,Supplier4,322,XL,WarehouseC,InStock,Supplier4,96,Medium,WarehouseC,OutOfStock,Supplier4,297,Medium,WarehouseB,InStock,Supplier4
SKU000445,Small,WarehouseC,OutOfStock,Supplier4,487,Small,WarehouseB,InStock,Supplier4,397,Small,WarehouseC,InStock,Supplier2,216,Small,WarehouseB,LowStock,Supplier2,147,Medium,WarehouseA,LowStock,Supplier1,248,Large,WarehouseC,LowStock,Supplier4,372,XL,WarehouseA,OutOfStock,Supplier2,472,Large,WarehouseB,LowStock,Supplier4,311,Large,WarehouseB,LowStock,Supplier2,234,Medium,WarehouseA,LowStock,Supplier4
SKU000446,Small,WarehouseA,InStock,Supplier4,359,XL,WarehouseA,InStock,Supplier4,45,Large,WarehouseC,OutOfStock,Supplier1,397,Medium,WarehouseC,InStock,Supplier2,89,Small,WarehouseA,LowStock,Supplier2,302,Medium,WarehouseC,InStock,Supplier3,392,XL,WarehouseA,LowStock,Supplier2,119,XL,WarehouseA,LowStock,Supplier4,118,XL,WarehouseC,LowStock,Supplier1,127,XL,WarehouseC,OutOfStock,Supplier3
SKU000447,Large,WarehouseA,InStock,Supplier4,2,Medium,WarehouseC,OutOfStock,Supplier3,444,Small,WarehouseA,LowStock,Supplier2,103,XL,WarehouseA,OutOfStock,Supplier1,78,XL,WarehouseB,LowStock,Supplier2,390,Small,WarehouseB,InStock,Supplier4,312,Large,WarehouseB,LowStock,Supplier3,493,Medium,WarehouseC,OutOfStock,Supplier2,466,Small,WarehouseA,InStock,Supplier4,100,Large,WarehouseC,InStock,Supplier1
SKU000448,XL,WarehouseB,InStock,Supplier1,391,Large,WarehouseB,InStock,Supplier3,20,Small,WarehouseC,InStock,Supplier3,355,Large,WarehouseA,OutOfStock,Supplier3,141,XL,WarehouseA,InStock,Supplier1,166,Small,WarehouseB,OutOfStock,Supplier1,28,Small,WarehouseB,LowStock,Supplier3,310,Small,WarehouseB,LowStock,Supplier3,418,Large,WarehouseB,LowStock,Supplier3,485,Large,WarehouseC,InStock,Supplier1
SKU000449,XL,WarehouseC,InStock,Supplier2,305,Large,WarehouseA,InStock,Supplier3,168,Medium,WarehouseB,LowStock,Supplier4,66,Medium,WarehouseA,LowStock,Supplier4,351,Large,WarehouseB,LowStock,Supplier2,152,Medium,WarehouseA,OutOfStock,Supplier4,442,Large,WarehouseB,LowStock,Supplier1,413,Large,WarehouseB,InStock,Supplier4,87,Medium,WarehouseC,LowStock,Supplier4,249,Medium,WarehouseA,InStock,Supplier2
SKU000450,Medium,WarehouseC,LowStock,Supplier4,175,Medium,WarehouseC,InStock,Supplier3,46,Medium,WarehouseC,OutOfStock,Supplier4,310,Medium,WarehouseA,LowStock,Supplier2,96,XL,WarehouseA,InStock,Supplier4,426,Small,WarehouseB,OutOfStock,Supplier3,458,Small,WarehouseA,OutOfStock,Supplier1,363,Medium,WarehouseC,OutOfStock,Supplier1,366,XL,WarehouseA,OutOfStock,Supplier1,196,Small,WarehouseA,LowStock,Supplier3
SKU000451,Medium,WarehouseB,InStock,Supplier4,250,Medium,WarehouseA,InStock,Supplier3,14,Small,WarehouseA,LowStock,Supplier2,495,XL,WarehouseC,OutOfStock,Supplier4,105,Small,WarehouseA,InStock,Supplier2,248,Large,WarehouseC,OutOfStock,Supplier2,151,Small,WarehouseA,LowStock,Supplier1,140,Large,WarehouseC,OutOfStock,Supplier2,74,XL,WarehouseB,InStock,Supplier3,306,XL,WarehouseB,LowStock,Supplier4
SKU000452,XL,WarehouseB,LowStock,Supplier1,412,Small,WarehouseC,LowStock,Supplier2,431,Medium,WarehouseC,OutOfStock,Supplier4,250,XL,WarehouseC,InStock,Supplier4,192,Large,WarehouseC,InStock,Supplier2,250,Large,WarehouseA,InStock,Supplier1,125,XL,WarehouseA,InStock,Supplier2,195,Large,WarehouseB,OutOfStock,Supplier1,189,Small,WarehouseA,LowStock,Supplier2,173,Large,WarehouseB,InStock,Supplier4
SKU000453,Small,WarehouseA,LowStock,Supplier1,5,Small,WarehouseC,LowStock,Supplier2,371,Small,WarehouseB,LowStock,Supplier2,382,Small,WarehouseC,LowStock,Supplier3,104,XL,WarehouseA,OutOfStock,Supplier4,73,Large,WarehouseC,InStock,Supplier4,472,Large,WarehouseB,OutOfStock,Supplier4,7,Small,WarehouseB,OutOfStock,Supplier4,72,Medium,WarehouseA,OutOfStock,Supplier2,373,Medium,WarehouseA,LowStock,Supplier4
SKU000454,Large,WarehouseC,LowStock,Supplier3,398,XL,WarehouseB,OutOfStock,Supplier2,359,XL,WarehouseB,LowStock,Supplier2,135,XL,WarehouseA,OutOfStock,Supplier3,32,Small,WarehouseC,OutOfStock,Supplier1,279,Small,WarehouseB,InStock,Supplier2,388,Small,WarehouseC,LowStock,Supplier1,169,Medium,WarehouseA,LowStock,Supplier1,412,XL,WarehouseB,OutOfStock,Supplier4,268,XL,WarehouseC,OutOfStock,Supplier4
SKU000455,Large,WarehouseC,OutOfStock,Supplier1,242,Medium,WarehouseC,InStock,Supplier2,267,Large,WarehouseA,OutOfStock,Supplier2,76,Medium,WarehouseA,LowStock,Supplier4,295,Medium,WarehouseA,LowStock,Supplier1,468,Large,WarehouseB,LowStock,Supplier3,49,Large,WarehouseC,LowStock,Supplier4,366,Large,WarehouseA,InStock,Supplier1,458,Small,WarehouseC,InStock,Supplier3,434,Small,WarehouseB,LowStock,Supplier1
SKU000456,Large,WarehouseB,InStock,Supplier1,483,Small,WarehouseB,OutOfStock,Supplier1,475,Large,WarehouseB,OutOfStock,Supplier2,208,Medium,WarehouseC,InStock,Supplier3,274,XL,WarehouseA,InStock,Supplier3,397,XL,WarehouseB,OutOfStock,Supplier3,283,Medium,WarehouseB,InStock,Supplier2,329,Small,WarehouseB,InStock,Supplier4,58,Large,WarehouseA,LowStock,Supplier2,80,Medium,WarehouseB,LowStock,Supplier2
SKU000457,XL,WarehouseC,OutOfStock,Supplier3,297,Small,WarehouseB,LowStock,Supplier1,271,Large,WarehouseA,LowStock,Supplier4,170,Medium,WarehouseA,InStock,Supplier2,175,Large,WarehouseC,InStock,Supplier1,33,Medium,WarehouseC,LowStock,Supplier1,382,XL,WarehouseC,OutOfStock,Supplier2,331,Small,WarehouseB,OutOfStock,Supplier4,387,Small,WarehouseA,InStock,Supplier3,442,Large,WarehouseA,InStock,Supplier2
SKU000458,Large,WarehouseA,OutOfStock,Supplier2,21,Large,WarehouseB,OutOfStock,Supplier4,154,Small,WarehouseA,OutOfStock,Supplier1,454,Medium,WarehouseA,InStock,Supplier3,442,Medium,WarehouseB,InStock,Supplier2,498,Large,WarehouseC,InStock,Supplier2,380,Medium,WarehouseB,LowStock,Supplier4,123,XL,WarehouseC,LowStock,Supplier4,365,Large,WarehouseA,LowStock,Supplier1,408,Medium,WarehouseA,InStock,Supplier1
SKU000459,Small,WarehouseA,LowStock,Supplier3,379,XL,WarehouseA,LowStock,Supplier3,96,Large,WarehouseA,LowStock,Supplier1,256,Small,WarehouseB,InStock,Supplier3,62,Large,WarehouseA,InStock,Supplier4,22,Small,WarehouseB,OutOfStock,Supplier2,116,XL,WarehouseA,LowStock,Supplier2,128,Large,WarehouseA,LowStock,Supplier1,113,XL,WarehouseB,OutOfStock,Supplier3,198,Large,WarehouseA,InStock,Supplier3
SKU000460,Small,WarehouseA,LowStock,Supplier3,56,Medium,WarehouseA,LowStock,Supplier3,370,Large,WarehouseC,InStock,Supplier2,273,XL,WarehouseA,InStock,Supplier3,69,Small,WarehouseC,OutOfStock,Supplier2,395,Medium,WarehouseB,InStock,Supplier1,342,Large,WarehouseA,LowStock,Supplier3,357,XL,WarehouseB,OutOfStock,Supplier4,176,Small,WarehouseC,LowStock,Supplier1,119,Small,WarehouseC,OutOfStock,Supplier3
SKU000461,Large,WarehouseC,InStock,Supplier3,114,Large,WarehouseA,OutOfStock,Supplier4,77,Medium,WarehouseA,OutOfStock,Supplier2,41,Medium,WarehouseA,InStock,Supplier2,213,Small,WarehouseA,InStock,Supplier3,167,Medium,WarehouseB,InStock,Supplier4,348,Large,WarehouseA,LowStock,Supplier3,166,Medium,WarehouseC,InStock,Supplier4,248,XL,WarehouseB,InStock,Supplier1,294,Small,WarehouseB,OutOfStock,Supplier2
SKU000462,XL,WarehouseC,OutOfStock,Supplier3,113,Small,WarehouseC,LowStock,Supplier3,375,Medium,WarehouseC,InStock,Supplier1,448,Large,WarehouseB,InStock,Supplier1,94,Large,WarehouseC,OutOfStock,Supplier2,302,Large,WarehouseC,OutOfStock,Supplier4,389,Small,WarehouseA,LowStock,Supplier2,296,Large,WarehouseB,InStock,Supplier1,199,Small,WarehouseC,InStock,Supplier2,95,XL,WarehouseB,LowStock,Supplier1
SKU000463,XL,WarehouseB,OutOfStock,Supplier4,211,Small,WarehouseB,LowStock,Supplier4,105,Large,WarehouseB,InStock,Supplier2,476,Small,WarehouseC,OutOfStock,Supplier3,183,Medium,WarehouseB,LowStock,Supplier4,426,Small,WarehouseA,OutOfStock,Supplier2,369,Medium,WarehouseC,OutOfStock,Supplier1,422,Medium,WarehouseA,LowStock,Supplier3,483,Large,WarehouseA,LowStock,Supplier1,165,XL,WarehouseC,OutOfStock,Supplier1
SKU000464,Medium,WarehouseA,LowStock,Supplier1,498,XL,WarehouseA,LowStock,Supplier2,345,Large,WarehouseB,OutOfStock,Supplier3,333,Medium,WarehouseB,LowStock,Supplier1,417,Small,WarehouseC,LowStock,Supplier2,139,XL,WarehouseB,InStock,Supplier2,307,Large,WarehouseA,InStock,Supplier2,438,Medium,WarehouseA,OutOfStock,Supplier3,300,XL,WarehouseC,InStock,Supplier4,328,Small,WarehouseA,OutOfStock,Supplier4
SKU000465,Medium,WarehouseB,InStock,Supplier3,393,XL,WarehouseA,LowStock,Supplier1,425,XL,WarehouseB,InStock,Supplier1,256,XL,WarehouseC,OutOfStock,Supplier2,291,XL,WarehouseA,OutOfStock,Supplier4,246,Small,WarehouseA,LowStock,Supplier4,377,Medium,WarehouseA,LowStock,Supplier3,182,Small,WarehouseB,InStock,Supplier4,427,Large,WarehouseA,InStock,Supplier3,361,XL,WarehouseB,OutOfStock,Supplier4
SKU000466,Large,WarehouseB,InStock,Supplier1,269,Medium,WarehouseC,OutOfStock,Supplier4,58,XL,WarehouseA,InStock,Supplier4,290,XL,WarehouseC,LowStock,Supplier1,106,Medium,WarehouseC,LowStock,Supplier1,377,Medium,WarehouseB,InStock,Supplier1,146,Large,WarehouseC,InStock,Supplier1,409,XL,WarehouseC,OutOfStock,Supplier1,261,Small,WarehouseA,InStock,Supplier4,77,Medium,WarehouseA,OutOfStock,Supplier1
SKU000467,XL,WarehouseB,InStock,Supplier3,74,Large,WarehouseB,InStock,Supplier4,119,XL,WarehouseA,OutOfStock,Supplier2,280,XL,WarehouseC,OutOfStock,Supplier4,258,Large,WarehouseB,InStock,Supplier3,232,XL,WarehouseB,LowStock,Supplier2,350,XL,WarehouseC,OutOfStock,Supplier3,153,Small,WarehouseB,OutOfStock,Supplier3,477,Medium,WarehouseB,OutOfStock,Supplier3,492,Large,WarehouseA,LowStock,Supplier1
SKU000468,Small,WarehouseB,LowStock,Supplier1,230,Large,WarehouseB,InStock,Supplier2,64,Medium,WarehouseA,InStock,Supplier4,278,Large,WarehouseA,InStock,Supplier1,416,XL,WarehouseB,OutOfStock,Supplier2,4,Large,WarehouseC,InStock,Supplier4,12,XL,WarehouseA,InStock,Supplier2,357,XL,WarehouseB,LowStock,Supplier2,373,Small,WarehouseA,LowStock,Supplier4,23,XL,WarehouseB,LowStock,Supplier3
SKU000469,Medium,WarehouseC,LowStock,Supplier4,88,Large,WarehouseA,OutOfStock,Supplier4,442,Small,WarehouseA,InStock,Supplier3,184,Small,WarehouseA,OutOfStock,Supplier2,354,Medium,WarehouseB,LowStock,Supplier1,61,Large,WarehouseA,LowStock,Supplier2,257,Large,WarehouseC,LowStock,Supplier4,267,Medium,WarehouseC,LowStock,Supplier4,448,XL,WarehouseA,LowStock,Supplier1,415,XL,WarehouseB,OutOfStock,Supplier4
SKU000470,Medium,WarehouseC,OutOfStock,Supplier4,68,Large,WarehouseA,OutOfStock,Supplier2,35,Small,WarehouseC,OutOfStock,Supplier3,288,Medium,WarehouseA,OutOfStock,Supplier3,449,Large,WarehouseC,OutOfStock,Supplier1,25,Medium,WarehouseC,OutOfStock,Supplier3,216,Small,WarehouseC,OutOfStock,Supplier3,273,Small,WarehouseB,OutOfStock,Supplier2,56,Small,WarehouseB,InStock,Supplier2,124,Medium,WarehouseC,OutOfStock,Supplier4
SKU000471,Medium,WarehouseB,InStock,Supplier3,400,Large,WarehouseB,OutOfStock,Supplier3,150,XL,WarehouseA,OutOfStock,Supplier3,324,Medium,WarehouseC,LowStock,Supplier4,382,XL,WarehouseC,LowStock,Supplier4,262,XL,WarehouseA,InStock,Supplier1,174,Medium,WarehouseB,LowStock,Supplier3,108,Small,WarehouseC,InStock,Supplier3,407,Large,WarehouseA,LowStock,Supplier2,316,XL,WarehouseA,OutOfStock,Supplier3
SKU000472,XL,WarehouseC,OutOfStock,Supplier3,331,Large,WarehouseC,OutOfStock,Supplier3,71,Small,WarehouseA,InStock,Supplier1,238,Medium,WarehouseB,InStock,Supplier2,326,Large,WarehouseA,OutOfStock,Supplier3,252,Medium,WarehouseA,OutOfStock,Supplier2,104,XL,WarehouseC,OutOfStock,Supplier3,197,Medium,WarehouseC,LowStock,Supplier2,435,XL,WarehouseA,LowStock,Supplier1,201,Medium,WarehouseA,OutOfStock,Supplier2
SKU000473,Medium,WarehouseA,LowStock,Supplier4,405,Medium,WarehouseB,InStock,Supplier2,191,XL,WarehouseA,InStock,Supplier1,214,Small,WarehouseA,OutOfStock,Supplier3,70,XL,WarehouseA,OutOfStock,Supplier1,288,Large,WarehouseC,OutOfStock,Supplier4,386,Small,WarehouseB,LowStock,Supplier3,95,Small,WarehouseC,InStock,Supplier2,90,Medium,WarehouseC,OutOfStock,Supplier3,208,Medium,WarehouseA,OutOfStock,Supplier3
